,Date,Births,Moon
4872,May 4 2013,7714,Not Full
4873,May 5 2013,6609,Not Full
4874,May 6 2013,11316,Not Full
4875,May 7 2013,12275,Not Full
4876,May 8 2013,11867,Not Full
4877,May 9 2013,11628,Not Full
4878,May 10 2013,11813,Not Full
4879,May 11 2013,7727,Not Full
4880,May 12 2013,7060,Not Full
4881,May 13 2013,11289,Not Full
4882,May 14 2013,12345,Not Full
4883,May 15 2013,12184,Not Full
4884,May 16 2013,12145,Not Full
4885,May 17 2013,11945,Not Full
4886,May 18 2013,7764,Not Full
4887,May 19 2013,7049,Not Full
4888,May 20 2013,11968,Not Full
4889,May 21 2013,12685,Not Full
4890,May 22 2013,12366,Not Full
4891,May 23 2013,12523,Not Full
4892,May 24 2013,12265,Not Full
4893,May 25 2013,8156,Full
4894,May 26 2013,6880,Not Full
4895,May 27 2013,7351,Not Full
4896,May 28 2013,12462,Not Full
4897,May 29 2013,13062,Not Full
4898,May 30 2013,12798,Not Full
4899,May 31 2013,12082,Not Full
4900,June 1 2013,8320,Not Full
4901,June 2 2013,7015,Not Full
4902,June 3 2013,11718,Not Full
4903,June 4 2013,12315,Not Full
4904,June 5 2013,12343,Not Full
4905,June 6 2013,11935,Not Full
4906,June 7 2013,12203,Not Full
4907,June 8 2013,8184,Not Full
4908,June 9 2013,7306,Not Full
4909,June 10 2013,11852,Not Full
4910,June 11 2013,12304,Not Full
4911,June 12 2013,11924,Not Full
4912,June 13 2013,12096,Not Full
4913,June 14 2013,12046,Not Full
4914,June 15 2013,8235,Not Full
4915,June 16 2013,7267,Not Full
4916,June 17 2013,12166,Not Full
4917,June 18 2013,12754,Not Full
4918,June 19 2013,12217,Not Full
4919,June 20 2013,12417,Not Full
4920,June 21 2013,12175,Not Full
4921,June 22 2013,8301,Not Full
4922,June 23 2013,7435,Full
4923,June 24 2013,12033,Not Full
4924,June 25 2013,12819,Not Full
4925,June 26 2013,12526,Not Full
4926,June 27 2013,12733,Not Full
4927,June 28 2013,12585,Not Full
4928,June 29 2013,8325,Not Full
4929,June 30 2013,7319,Not Full
4930,July 1 2013,12558,Not Full
4931,July 2 2013,13437,Not Full
4932,July 3 2013,13247,Not Full
4933,July 4 2013,8883,Not Full
4934,July 5 2013,11318,Not Full
4935,July 6 2013,8420,Not Full
4936,July 7 2013,7454,Not Full
4937,July 8 2013,12493,Not Full
4938,July 9 2013,13408,Not Full
4939,July 10 2013,12915,Not Full
4940,July 11 2013,12806,Not Full
4941,July 12 2013,12535,Not Full
4942,July 13 2013,8485,Not Full
4943,July 14 2013,7536,Not Full
4944,July 15 2013,12506,Not Full
4945,July 16 2013,13083,Not Full
4946,July 17 2013,12912,Not Full
4947,July 18 2013,12824,Not Full
4948,July 19 2013,12528,Not Full
4949,July 20 2013,8389,Not Full
4950,July 21 2013,7564,Not Full
4951,July 22 2013,12544,Full
4952,July 23 2013,13316,Not Full
4953,July 24 2013,12804,Not Full
4954,July 25 2013,12860,Not Full
4955,July 26 2013,12249,Not Full
4956,July 27 2013,8328,Not Full
4957,July 28 2013,7492,Not Full
4958,July 29 2013,12096,Not Full
4959,July 30 2013,12880,Not Full
4960,July 31 2013,12625,Not Full
4961,August 1 2013,12971,Not Full
4962,August 2 2013,12561,Not Full
4963,August 3 2013,8539,Not Full
4964,August 4 2013,7600,Not Full
4965,August 5 2013,12434,Not Full
4966,August 6 2013,13055,Not Full
4967,August 7 2013,13109,Not Full
4968,August 8 2013,13207,Not Full
4969,August 9 2013,12756,Not Full
4970,August 10 2013,8777,Not Full
4971,August 11 2013,7797,Not Full
4972,August 12 2013,12391,Not Full
4973,August 13 2013,12975,Not Full
4974,August 14 2013,13049,Not Full
4975,August 15 2013,13101,Not Full
4976,August 16 2013,12702,Not Full
4977,August 17 2013,8747,Not Full
4978,August 18 2013,7612,Not Full
4979,August 19 2013,12426,Not Full
4980,August 20 2013,13051,Full
4981,August 21 2013,12903,Not Full
4982,August 22 2013,12873,Not Full
4983,August 23 2013,12805,Not Full
4984,August 24 2013,8801,Not Full
4985,August 25 2013,7638,Not Full
4986,August 26 2013,12293,Not Full
4987,August 27 2013,13131,Not Full
4988,August 28 2013,13129,Not Full
4989,August 29 2013,12873,Not Full
4990,August 30 2013,12814,Not Full
4991,August 31 2013,8759,Not Full
4992,September 1 2013,7620,Not Full
4993,September 2 2013,7896,Not Full
4994,September 3 2013,12910,Not Full
4995,September 4 2013,13680,Not Full
4996,September 5 2013,13337,Not Full
4997,September 6 2013,12876,Not Full
4998,September 7 2013,8800,Not Full
4999,September 8 2013,7737,Not Full
5000,September 9 2013,12653,Not Full
5001,September 10 2013,13440,Not Full
5002,September 11 2013,12074,Not Full
5003,September 12 2013,13460,Not Full
5004,September 13 2013,12669,Not Full
5005,September 14 2013,8795,Not Full
5006,September 15 2013,7865,Not Full
5007,September 16 2013,12842,Not Full
5008,September 17 2013,13542,Not Full
5009,September 18 2013,13242,Not Full
5010,September 19 2013,13333,Full
5011,September 20 2013,13040,Not Full
5012,September 21 2013,8863,Not Full
5013,September 22 2013,7817,Not Full
5014,September 23 2013,12715,Not Full
5015,September 24 2013,13173,Not Full
5016,September 25 2013,13042,Not Full
5017,September 26 2013,13044,Not Full
5018,September 27 2013,12774,Not Full
5019,September 28 2013,8704,Not Full
5020,September 29 2013,7618,Not Full
5021,September 30 2013,12115,Not Full
5022,October 1 2013,13195,Not Full
5023,October 2 2013,12614,Not Full
5024,October 3 2013,12880,Not Full
5025,October 4 2013,12493,Not Full
5026,October 5 2013,8593,Not Full
5027,October 6 2013,7471,Not Full
5028,October 7 2013,11877,Not Full
5029,October 8 2013,12765,Not Full
5030,October 9 2013,12393,Not Full
5031,October 10 2013,12804,Not Full
5032,October 11 2013,12192,Not Full
5033,October 12 2013,8223,Not Full
5034,October 13 2013,7172,Not Full
5035,October 14 2013,11736,Not Full
5036,October 15 2013,12582,Not Full
5037,October 16 2013,12227,Not Full
5038,October 17 2013,12220,Not Full
5039,October 18 2013,12169,Full
5040,October 19 2013,7995,Not Full
5041,October 20 2013,7121,Not Full
5042,October 21 2013,11687,Not Full
5043,October 22 2013,12462,Not Full
5044,October 23 2013,12223,Not Full
5045,October 24 2013,12320,Not Full
5046,October 25 2013,12210,Not Full
5047,October 26 2013,8077,Not Full
5048,October 27 2013,7139,Not Full
5049,October 28 2013,12199,Not Full
5050,October 29 2013,12519,Not Full
5051,October 30 2013,11752,Not Full
5052,October 31 2013,10975,Not Full
5053,November 1 2013,12653,Not Full
5054,November 2 2013,8407,Not Full
5055,November 3 2013,7368,Not Full
5056,November 4 2013,12164,Not Full
5057,November 5 2013,12785,Not Full
5058,November 6 2013,12113,Not Full
5059,November 7 2013,12566,Not Full
5060,November 8 2013,12026,Not Full
5061,November 9 2013,8092,Not Full
5062,November 10 2013,7258,Not Full
5063,November 11 2013,11418,Not Full
5064,November 12 2013,13669,Not Full
5065,November 13 2013,12130,Not Full
5066,November 14 2013,12206,Not Full
5067,November 15 2013,12339,Not Full
5068,November 16 2013,8305,Not Full
5069,November 17 2013,7348,Full
5070,November 18 2013,12154,Not Full
5071,November 19 2013,12413,Not Full
5072,November 20 2013,12503,Not Full
5073,November 21 2013,12499,Not Full
5074,November 22 2013,12459,Not Full
5075,November 23 2013,8239,Not Full
5076,November 24 2013,7362,Not Full
5077,November 25 2013,12658,Not Full
5078,November 26 2013,13211,Not Full
5079,November 27 2013,11782,Not Full
5080,November 28 2013,7175,Not Full
5081,November 29 2013,9077,Not Full
5082,November 30 2013,7778,Not Full
5083,December 1 2013,7449,Not Full
5084,December 2 2013,12512,Not Full
5085,December 3 2013,13352,Not Full
5086,December 4 2013,12947,Not Full
5087,December 5 2013,12437,Not Full
5088,December 6 2013,11861,Not Full
5089,December 7 2013,8068,Not Full
5090,December 8 2013,7226,Not Full
5091,December 9 2013,11824,Not Full
5092,December 10 2013,12597,Not Full
5093,December 11 2013,12413,Not Full
5094,December 12 2013,12485,Not Full
5095,December 13 2013,11484,Not Full
5096,December 14 2013,8163,Not Full
5097,December 15 2013,7305,Not Full
5098,December 16 2013,12316,Not Full
5099,December 17 2013,13252,Full
5100,December 18 2013,13132,Not Full
5101,December 19 2013,13320,Not Full
5102,December 20 2013,13248,Not Full
5103,December 21 2013,8836,Not Full
5104,December 22 2013,7535,Not Full
5105,December 23 2013,12140,Not Full
5106,December 24 2013,9194,Not Full
5107,December 25 2013,6620,Not Full
5108,December 26 2013,11375,Not Full
5109,December 27 2013,13588,Not Full
5110,December 28 2013,9203,Not Full
5111,December 29 2013,7896,Not Full
5112,December 30 2013,13096,Not Full
5113,December 31 2013,12525,Not Full
5114,January 1 2014,8018,Not Full
5115,January 2 2014,11171,Not Full
5116,January 3 2014,12317,Not Full
5117,January 4 2014,8199,Not Full
5118,January 5 2014,7174,Not Full
5119,January 6 2014,11400,Not Full
5120,January 7 2014,12310,Not Full
5121,January 8 2014,11829,Not Full
5122,January 9 2014,11827,Not Full
5123,January 10 2014,11989,Not Full
5124,January 11 2014,8292,Not Full
5125,January 12 2014,7298,Not Full
5126,January 13 2014,11714,Not Full
5127,January 14 2014,12598,Not Full
5128,January 15 2014,11785,Full
5129,January 16 2014,11822,Not Full
5130,January 17 2014,11932,Not Full
5131,January 18 2014,8143,Not Full
5132,January 19 2014,6924,Not Full
5133,January 20 2014,11024,Not Full
5134,January 21 2014,12177,Not Full
5135,January 22 2014,11936,Not Full
5136,January 23 2014,12162,Not Full
5137,January 24 2014,11840,Not Full
5138,January 25 2014,8190,Not Full
5139,January 26 2014,7424,Not Full
5140,January 27 2014,11561,Not Full
5141,January 28 2014,12031,Not Full
5142,January 29 2014,11381,Not Full
5143,January 30 2014,11651,Not Full
5144,January 31 2014,11843,Not Full
5145,February 1 2014,8206,Not Full
5146,February 2 2014,7265,Not Full
5147,February 3 2014,11825,Not Full
5148,February 4 2014,12519,Not Full
5149,February 5 2014,11914,Not Full
5150,February 6 2014,11807,Not Full
5151,February 7 2014,12246,Not Full
5152,February 8 2014,8129,Not Full
5153,February 9 2014,7060,Not Full
5154,February 10 2014,11886,Not Full
5155,February 11 2014,12311,Not Full
5156,February 12 2014,12154,Not Full
5157,February 13 2014,11384,Not Full
5158,February 14 2014,12494,Full
5159,February 15 2014,8391,Not Full
5160,February 16 2014,7259,Not Full
5161,February 17 2014,11144,Not Full
5162,February 18 2014,12331,Not Full
5163,February 19 2014,11932,Not Full
5164,February 20 2014,12142,Not Full
5165,February 21 2014,11988,Not Full
5166,February 22 2014,8049,Not Full
5167,February 23 2014,7092,Not Full
5168,February 24 2014,11621,Not Full
5169,February 25 2014,12291,Not Full
5170,February 26 2014,11932,Not Full
5171,February 27 2014,11856,Not Full
5172,February 28 2014,11671,Not Full
5173,March 1 2014,8186,Not Full
5174,March 2 2014,7267,Not Full
5175,March 3 2014,11793,Not Full
5176,March 4 2014,12065,Not Full
5177,March 5 2014,12129,Not Full
5178,March 6 2014,12069,Not Full
5179,March 7 2014,12035,Not Full
5180,March 8 2014,8140,Not Full
5181,March 9 2014,6789,Not Full
5182,March 10 2014,11620,Not Full
5183,March 11 2014,12084,Not Full
5184,March 12 2014,11819,Not Full
5185,March 13 2014,11623,Not Full
5186,March 14 2014,11841,Not Full
5187,March 15 2014,8080,Not Full
5188,March 16 2014,6973,Full
5189,March 17 2014,11936,Not Full
5190,March 18 2014,12231,Not Full
5191,March 19 2014,11953,Not Full
5192,March 20 2014,12266,Not Full
5193,March 21 2014,11987,Not Full
5194,March 22 2014,8109,Not Full
5195,March 23 2014,7147,Not Full
5196,March 24 2014,11542,Not Full
5197,March 25 2014,12342,Not Full
5198,March 26 2014,11809,Not Full
5199,March 27 2014,11823,Not Full
5200,March 28 2014,11730,Not Full
5201,March 29 2014,8153,Not Full
5202,March 30 2014,7215,Not Full
5203,March 31 2014,11511,Not Full
5204,April 1 2014,11710,Not Full
5205,April 2 2014,12003,Not Full
5206,April 3 2014,11984,Not Full
5207,April 4 2014,12319,Not Full
5208,April 5 2014,7926,Not Full
5209,April 6 2014,7127,Not Full
5210,April 7 2014,11508,Not Full
5211,April 8 2014,12187,Not Full
5212,April 9 2014,11875,Not Full
5213,April 10 2014,12026,Not Full
5214,April 11 2014,12018,Not Full
5215,April 12 2014,7980,Not Full
5216,April 13 2014,7181,Not Full
5217,April 14 2014,11912,Not Full
5218,April 15 2014,12274,Full
5219,April 16 2014,11858,Not Full
5220,April 17 2014,12070,Not Full
5221,April 18 2014,11132,Not Full
5222,April 19 2014,7641,Not Full
5223,April 20 2014,6877,Not Full
5224,April 21 2014,11664,Not Full
5225,April 22 2014,12528,Not Full
5226,April 23 2014,12014,Not Full
5227,April 24 2014,12178,Not Full
5228,April 25 2014,11811,Not Full
5229,April 26 2014,7949,Not Full
5230,April 27 2014,7184,Not Full
5231,April 28 2014,11681,Not Full
5232,April 29 2014,12121,Not Full
5233,April 30 2014,11591,Not Full
5234,May 1 2014,12412,Not Full
5235,May 2 2014,12011,Not Full
5236,May 3 2014,8015,Not Full
5237,May 4 2014,7171,Not Full
5238,May 5 2014,11788,Not Full
5239,May 6 2014,12487,Not Full
5240,May 7 2014,12127,Not Full
5241,May 8 2014,12166,Not Full
5242,May 9 2014,11949,Not Full
5243,May 10 2014,8100,Not Full
5244,May 11 2014,7145,Not Full
5245,May 12 2014,11671,Not Full
5246,May 13 2014,12057,Not Full
5247,May 14 2014,12234,Full
5248,May 15 2014,12387,Not Full
5249,May 16 2014,12065,Not Full
5250,May 17 2014,8051,Not Full
5251,May 18 2014,7200,Not Full
5252,May 19 2014,11925,Not Full
5253,May 20 2014,12854,Not Full
5254,May 21 2014,12545,Not Full
5255,May 22 2014,12634,Not Full
5256,May 23 2014,12631,Not Full
5257,May 24 2014,8456,Not Full
5258,May 25 2014,7393,Not Full
5259,May 26 2014,7657,Not Full
5260,May 27 2014,12490,Not Full
5261,May 28 2014,13411,Not Full
5262,May 29 2014,12753,Not Full
5263,May 30 2014,12257,Not Full
5264,May 31 2014,8462,Not Full
5265,June 1 2014,7474,Not Full
5266,June 2 2014,11885,Not Full
5267,June 3 2014,12246,Not Full
5268,June 4 2014,12320,Not Full
5269,June 5 2014,12256,Not Full
5270,June 6 2014,11965,Not Full
5271,June 7 2014,8164,Not Full
5272,June 8 2014,7359,Not Full
5273,June 9 2014,11886,Not Full
5274,June 10 2014,12513,Not Full
5275,June 11 2014,12090,Not Full
5276,June 12 2014,12442,Not Full
5277,June 13 2014,11651,Full
5278,June 14 2014,8199,Not Full
5279,June 15 2014,7375,Not Full
5280,June 16 2014,12068,Not Full
5281,June 17 2014,12555,Not Full
5282,June 18 2014,12524,Not Full
5283,June 19 2014,12217,Not Full
5284,June 20 2014,12532,Not Full
5285,June 21 2014,8299,Not Full
5286,June 22 2014,7414,Not Full
5287,June 23 2014,11939,Not Full
5288,June 24 2014,12704,Not Full
5289,June 25 2014,12499,Not Full
5290,June 26 2014,12621,Not Full
5291,June 27 2014,12236,Not Full
5292,June 28 2014,8441,Not Full
5293,June 29 2014,7563,Not Full
5294,June 30 2014,12243,Not Full
5295,July 1 2014,13575,Not Full
5296,July 2 2014,13183,Not Full
5297,July 3 2014,13043,Not Full
5298,July 4 2014,9278,Not Full
5299,July 5 2014,7778,Not Full
5300,July 6 2014,7568,Not Full
5301,July 7 2014,13038,Not Full
5302,July 8 2014,13500,Not Full
5303,July 9 2014,12577,Not Full
5304,July 10 2014,13146,Not Full
5305,July 11 2014,12699,Not Full
5306,July 12 2014,8650,Full
5307,July 13 2014,7626,Not Full
5308,July 14 2014,12394,Not Full
5309,July 15 2014,13207,Not Full
5310,July 16 2014,12881,Not Full
5311,July 17 2014,12817,Not Full
5312,July 18 2014,12439,Not Full
5313,July 19 2014,8720,Not Full
5314,July 20 2014,7567,Not Full
5315,July 21 2014,12497,Not Full
5316,July 22 2014,13239,Not Full
5317,July 23 2014,12692,Not Full
5318,July 24 2014,12929,Not Full
5319,July 25 2014,12662,Not Full
5320,July 26 2014,8740,Not Full
5321,July 27 2014,7822,Not Full
5322,July 28 2014,12532,Not Full
5323,July 29 2014,13252,Not Full
5324,July 30 2014,12752,Not Full
5325,July 31 2014,12673,Not Full
5326,August 1 2014,12782,Not Full
5327,August 2 2014,8814,Not Full
5328,August 3 2014,7679,Not Full
5329,August 4 2014,12511,Not Full
5330,August 5 2014,13415,Not Full
5331,August 6 2014,12900,Not Full
5332,August 7 2014,13152,Not Full
5333,August 8 2014,12887,Not Full
5334,August 9 2014,8958,Not Full
5335,August 10 2014,7832,Full
5336,August 11 2014,12589,Not Full
5337,August 12 2014,13413,Not Full
5338,August 13 2014,12817,Not Full
5339,August 14 2014,13031,Not Full
5340,August 15 2014,13048,Not Full
5341,August 16 2014,8885,Not Full
5342,August 17 2014,7783,Not Full
5343,August 18 2014,12582,Not Full
5344,August 19 2014,13198,Not Full
5345,August 20 2014,13167,Not Full
5346,August 21 2014,13153,Not Full
5347,August 22 2014,12891,Not Full
5348,August 23 2014,8912,Not Full
5349,August 24 2014,7630,Not Full
5350,August 25 2014,12346,Not Full
5351,August 26 2014,13278,Not Full
5352,August 27 2014,13113,Not Full
5353,August 28 2014,13418,Not Full
5354,August 29 2014,13099,Not Full
5355,August 30 2014,8899,Not Full
5356,August 31 2014,7884,Not Full
5357,September 1 2014,8043,Not Full
5358,September 2 2014,13071,Not Full
5359,September 3 2014,13863,Not Full
5360,September 4 2014,13556,Not Full
5361,September 5 2014,13457,Not Full
5362,September 6 2014,8806,Not Full
5363,September 7 2014,7770,Not Full
5364,September 8 2014,12743,Full
5365,September 9 2014,13629,Not Full
5366,September 10 2014,13230,Not Full
5367,September 11 2014,12104,Not Full
5368,September 12 2014,13415,Not Full
5369,September 13 2014,8903,Not Full
